Date,Building_Name,Energy_Consumption_kWh,Usage_Level
2023-05-25,Sports Complex,193.26,High
2023-05-26,Sports Complex,245.88,High
2023-05-27,Sports Complex,49.36,Low
2023-05-28,Sports Complex,67.41,Low
2023-05-29,Sports Complex,203.26,High
2023-05-30,Sports Complex,218.66,High
2023-05-31,Sports Complex,259.82,High
2023-06-01,Sports Complex,258.92,High
2023-06-02,Sports Complex,159.23,High
2023-06-03,Sports Complex,41.45,Low
2023-06-04,Sports Complex,74.66,Low
2023-06-05,Sports Complex,196.02,High
2023-06-06,Sports Complex,169.45,High
2023-06-07,Sports Complex,210.96,High
2023-06-08,Sports Complex,238.96,High
2023-06-09,Sports Complex,214.99,High
2023-06-10,Sports Complex,48.49,Low
2023-06-11,Sports Complex,20.84,Low
2023-06-12,Sports Complex,261.57,High
2023-06-13,Sports Complex,202.61,High
2023-06-14,Sports Complex,182.98,High
2023-06-15,Sports Complex,267.61,High
2023-06-16,Sports Complex,246.52,High
2023-06-17,Sports Complex,50.26,Low
2023-06-18,Sports Complex,71.49,Low
2023-06-19,Sports Complex,173.61,High
2023-06-20,Sports Complex,152.44,High
2023-06-21,Sports Complex,239.28,High
2023-06-22,Sports Complex,189.26,High
2023-06-23,Sports Complex,202.99,High
2023-06-24,Sports Complex,15.19,Low
2023-06-25,Sports Complex,50.38,Low
2023-06-26,Sports Complex,181.09,High
2023-06-27,Sports Complex,181.42,High
2023-06-28,Sports Complex,227.22,High
2023-06-29,Sports Complex,267.12,High
2023-06-30,Sports Complex,163.24,High
2023-07-01,Sports Complex,50.38,Low
2023-07-02,Sports Complex,35.42,Low
2023-07-03,Sports Complex,132.68,High
2023-07-04,Sports Complex,156.29,High
2023-07-05,Sports Complex,160.73,High
2023-07-06,Sports Complex,129.69,Low
2023-07-07,Sports Complex,162.8,Low
2023-07-08,Sports Complex,47.79,Low
2023-07-09,Sports Complex,65.52,Low
2023-07-10,Sports Complex,88.92,Low
2023-07-11,Sports Complex,152.18,Low
2023-07-12,Sports Complex,188.62,High
2023-07-13,Sports Complex,157.82,Medium
2023-07-14,Sports Complex,177.65,Medium
2023-07-15,Sports Complex,17.47,Low
2023-07-16,Sports Complex,49.72,Low
2023-07-17,Sports Complex,177.1,High
2023-07-18,Sports Complex,133.66,Low
2023-07-19,Sports Complex,165.3,Low
2023-07-20,Sports Complex,142.0,High
2023-07-21,Sports Complex,161.44,High
2023-07-22,Sports Complex,81.69,Low
2023-07-23,Sports Complex,74.2,Low
2023-07-24,Sports Complex,90.61,Low
2023-07-25,Sports Complex,169.72,Medium
2023-07-26,Sports Complex,144.41,High
2023-07-27,Sports Complex,148.24,Medium
2023-07-28,Sports Complex,153.35,Low
2023-07-29,Sports Complex,74.65,Low
2023-07-30,Sports Complex,43.9,Low
2023-07-31,Sports Complex,166.04,High
2023-08-01,Sports Complex,145.19,Low
2023-08-02,Sports Complex,100.44,High
2023-08-03,Sports Complex,127.3,Low
2023-08-04,Sports Complex,128.58,High
2023-08-05,Sports Complex,39.05,Low
2023-08-06,Sports Complex,30.44,Low
2023-08-07,Sports Complex,186.28,Medium
2023-08-08,Sports Complex,126.66,High
2023-08-09,Sports Complex,191.87,Medium
2023-08-10,Sports Complex,162.46,Medium
2023-08-11,Sports Complex,143.94,Medium
2023-08-12,Sports Complex,55.23,Low
2023-08-13,Sports Complex,45.6,Low
2023-08-14,Sports Complex,106.66,High
2023-08-15,Sports Complex,159.29,Low
2023-08-16,Sports Complex,139.58,Low
2023-08-17,Sports Complex,170.77,High
2023-08-18,Sports Complex,108.53,High
2023-08-19,Sports Complex,62.9,Low
2023-08-20,Sports Complex,22.44,Low
2023-08-21,Sports Complex,168.4,High
2023-08-22,Sports Complex,100.14,Medium
2023-08-23,Sports Complex,129.52,Medium
2023-08-24,Sports Complex,175.97,High
2023-08-25,Sports Complex,106.64,High
2023-08-26,Sports Complex,65.89,Low
2023-08-27,Sports Complex,16.77,Low
2023-08-28,Sports Complex,95.22,High
2023-08-29,Sports Complex,130.02,Medium
2023-08-30,Sports Complex,128.89,Medium
2023-08-31,Sports Complex,119.98,High
2023-09-01,Sports Complex,78.61,Low
2023-09-02,Sports Complex,50.33,Low
2023-09-03,Sports Complex,68.12,Low
2023-09-04,Sports Complex,204.65,Medium
2023-09-05,Sports Complex,183.42,Medium
2023-09-06,Sports Complex,115.2,High
2023-09-07,Sports Complex,119.01,Low
2023-09-08,Sports Complex,130.64,Medium
2023-09-09,Sports Complex,60.02,Low
2023-09-10,Sports Complex,59.41,Low
2023-09-11,Sports Complex,124.76,High
2023-09-12,Sports Complex,195.16,High
2023-09-13,Sports Complex,160.31,Low
2023-09-14,Sports Complex,146.55,Low
2023-09-15,Sports Complex,85.45,High
2023-09-16,Sports Complex,38.97,Low
2023-09-17,Sports Complex,36.71,Low
2023-09-18,Sports Complex,102.04,Low
2023-09-19,Sports Complex,184.73,Medium
2023-09-20,Sports Complex,89.39,Low
2023-09-21,Sports Complex,157.13,Low
2023-09-22,Sports Complex,132.67,Medium
2023-09-23,Sports Complex,94.06,Low
2023-09-24,Sports Complex,38.78,Low
2023-09-25,Sports Complex,138.95,Medium
2023-09-26,Sports Complex,102.4,Low
2023-09-27,Sports Complex,100.1,Medium
2023-09-28,Sports Complex,142.49,High
2023-09-29,Sports Complex,79.36,Medium
2023-09-30,Sports Complex,43.69,Low
2023-10-01,Sports Complex,64.5,Low
2023-10-02,Sports Complex,174.17,Medium
2023-10-03,Sports Complex,142.21,Low
2023-10-04,Sports Complex,69.69,Medium
2023-10-05,Sports Complex,161.34,Medium
2023-10-06,Sports Complex,149.28,Low
2023-10-07,Sports Complex,70.77,Low
2023-10-08,Sports Complex,33.78,Low
2023-10-09,Sports Complex,99.77,High
2023-10-10,Sports Complex,210.77,Low
2023-10-11,Sports Complex,145.03,Low
2023-10-12,Sports Complex,134.73,Medium
2023-10-13,Sports Complex,187.28,Low
2023-10-14,Sports Complex,33.7,Low
2023-10-15,Sports Complex,57.07,Low
2023-10-16,Sports Complex,126.52,High
2023-10-17,Sports Complex,187.42,Medium
2023-10-18,Sports Complex,110.08,Low
2023-10-19,Sports Complex,125.63,Low
2023-10-20,Sports Complex,195.83,Low
2023-10-21,Sports Complex,54.52,Low
2023-10-22,Sports Complex,51.59,Low
2023-10-23,Sports Complex,164.23,Medium
2023-10-24,Sports Complex,176.85,High
2023-10-25,Sports Complex,108.34,Medium
2023-10-26,Sports Complex,147.56,Low
2023-10-27,Sports Complex,120.88,High
2023-10-28,Sports Complex,57.81,Low
2023-10-29,Sports Complex,59.24,Low
2023-10-30,Sports Complex,97.11,High
2023-10-31,Sports Complex,135.41,Low
2023-11-01,Sports Complex,77.54,Medium
2023-11-02,Sports Complex,145.29,Medium
2023-11-03,Sports Complex,130.08,Medium
2023-11-04,Sports Complex,59.26,Low
2023-11-05,Sports Complex,45.3,Low
2023-11-06,Sports Complex,79.66,Medium
2023-11-07,Sports Complex,86.87,Medium
2023-11-08,Sports Complex,121.89,Medium
2023-11-09,Sports Complex,125.02,Medium
2023-11-10,Sports Complex,111.98,Medium
2023-11-11,Sports Complex,61.0,Low
2023-11-12,Sports Complex,63.63,Low
2023-11-13,Sports Complex,123.04,Medium
2023-11-14,Sports Complex,128.33,Medium
2023-11-15,Sports Complex,112.96,Medium
2023-11-16,Sports Complex,108.92,Medium
2023-11-17,Sports Complex,101.58,Medium
2023-11-18,Sports Complex,73.72,Low
2023-11-19,Sports Complex,24.67,Low
2023-11-20,Sports Complex,78.78,Medium
2023-11-21,Sports Complex,85.7,Medium
2023-11-22,Sports Complex,153.22,Medium
2023-11-23,Sports Complex,108.97,Medium
2023-11-24,Sports Complex,112.78,Medium
2023-11-25,Sports Complex,64.11,Low
2023-11-26,Sports Complex,68.02,Low
2023-11-27,Sports Complex,114.88,Medium
2023-11-28,Sports Complex,81.38,Medium
2023-11-29,Sports Complex,64.11,Medium
2023-11-30,Sports Complex,90.38,Medium
2023-12-01,Sports Complex,70.2,Medium
2023-12-02,Sports Complex,68.55,Low
2023-12-03,Sports Complex,30.31,Low
2023-12-04,Sports Complex,82.91,Medium
2023-12-05,Sports Complex,83.48,Medium
2023-12-06,Sports Complex,78.22,Medium
2023-12-07,Sports Complex,130.28,Medium
2023-12-08,Sports Complex,136.59,Medium
2023-12-09,Sports Complex,58.57,Low
2023-12-10,Sports Complex,61.2,Low
2023-12-11,Sports Complex,72.47,Medium
2023-12-12,Sports Complex,91.24,Medium
2023-12-13,Sports Complex,140.74,Medium
2023-12-14,Sports Complex,122.86,Medium
2023-12-15,Sports Complex,93.32,Medium
2023-12-16,Sports Complex,24.24,Low
2023-12-17,Sports Complex,13.01,Low
2023-12-18,Sports Complex,116.22,Medium
2023-12-19,Sports Complex,97.61,Medium
2023-12-20,Sports Complex,121.19,Medium
2023-12-21,Sports Complex,98.78,Medium
2023-12-22,Sports Complex,67.29,Medium
2023-12-23,Sports Complex,39.0,Low
2023-12-24,Sports Complex,62.79,Low
2023-12-25,Sports Complex,115.59,Medium
2023-12-26,Sports Complex,99.51,Medium
2023-12-27,Sports Complex,121.61,Medium
2023-12-28,Sports Complex,125.76,Medium
2023-12-29,Sports Complex,132.17,Medium
2023-12-30,Sports Complex,50.61,Low
2023-12-31,Sports Complex,56.6,Low
2024-01-01,Sports Complex,102.24,Medium
2024-01-02,Sports Complex,110.34,Medium
2024-01-03,Sports Complex,68.35,Medium
2024-01-04,Sports Complex,107.88,Medium
2024-01-05,Sports Complex,66.87,Medium
2024-01-06,Sports Complex,72.41,Low
2024-01-07,Sports Complex,46.61,Low
2024-01-08,Sports Complex,79.53,Medium
2024-01-09,Sports Complex,98.22,Medium
2024-01-10,Sports Complex,103.25,Medium
2024-01-11,Sports Complex,118.7,Medium
2024-01-12,Sports Complex,132.46,Medium
2024-01-13,Sports Complex,74.82,Low
2024-01-14,Sports Complex,35.05,Low
2024-01-15,Sports Complex,89.26,Medium
2024-01-16,Sports Complex,131.97,Medium
2024-01-17,Sports Complex,100.54,Medium
2024-01-18,Sports Complex,134.7,Medium
2024-01-19,Sports Complex,136.78,Medium
2024-01-20,Sports Complex,47.19,Low
2024-01-21,Sports Complex,18.56,Low
2024-01-22,Sports Complex,142.91,Medium
2024-01-23,Sports Complex,111.25,Medium
2024-01-24,Sports Complex,131.35,Medium
2024-01-25,Sports Complex,121.5,Medium
2024-01-26,Sports Complex,90.98,Medium
2024-01-27,Sports Complex,44.02,Low
2024-01-28,Sports Complex,44.94,Low
2024-01-29,Sports Complex,147.29,Medium
2024-01-30,Sports Complex,113.89,Medium
2024-01-31,Sports Complex,104.65,Medium
2024-02-01,Sports Complex,100.95,Medium
2024-02-02,Sports Complex,193.87,Medium
2024-02-03,Sports Complex,56.4,Low
2024-02-04,Sports Complex,61.08,Low
2024-02-05,Sports Complex,177.44,Low
2024-02-06,Sports Complex,134.55,Medium
2024-02-07,Sports Complex,143.29,Low
2024-02-08,Sports Complex,131.87,Medium
2024-02-09,Sports Complex,104.42,Medium
2024-02-10,Sports Complex,76.99,Low
2024-02-11,Sports Complex,41.95,Low
2024-02-12,Sports Complex,144.23,High
2024-02-13,Sports Complex,129.75,High
2024-02-14,Sports Complex,187.09,Medium
2024-02-15,Sports Complex,144.16,Low
2024-02-16,Sports Complex,150.1,Low
2024-02-17,Sports Complex,38.86,Low
2024-02-18,Sports Complex,37.38,Low
2024-02-19,Sports Complex,159.87,Medium
2024-02-20,Sports Complex,183.9,Medium
2024-02-21,Sports Complex,175.26,Medium
2024-02-22,Sports Complex,131.05,Low
2024-02-23,Sports Complex,158.88,High
2024-02-24,Sports Complex,25.95,Low
2024-02-25,Sports Complex,50.75,Low
2024-02-26,Sports Complex,109.78,Medium
2024-02-27,Sports Complex,123.23,Low
2024-02-28,Sports Complex,113.61,Medium
2024-02-29,Sports Complex,148.84,High
2024-03-01,Sports Complex,179.64,High
2024-03-02,Sports Complex,50.67,Low
2024-03-03,Sports Complex,42.48,Low
2024-03-04,Sports Complex,204.64,Medium
2024-03-05,Sports Complex,124.55,Medium
2024-03-06,Sports Complex,146.95,Low
2024-03-07,Sports Complex,93.42,High
2024-03-08,Sports Complex,114.38,Medium
2024-03-09,Sports Complex,44.48,Low
2024-03-10,Sports Complex,67.73,Low
2024-03-11,Sports Complex,104.79,High
2024-03-12,Sports Complex,165.48,Medium
2024-03-13,Sports Complex,142.42,High
2024-03-14,Sports Complex,93.59,High
2024-03-15,Sports Complex,126.54,Medium
2024-03-16,Sports Complex,20.44,Low
2024-03-17,Sports Complex,40.44,Low
2024-03-18,Sports Complex,161.8,High
2024-03-19,Sports Complex,146.32,Medium
2024-03-20,Sports Complex,162.97,Low
2024-03-21,Sports Complex,89.37,High
2024-03-22,Sports Complex,100.92,Low
2024-03-23,Sports Complex,40.96,Low
2024-03-24,Sports Complex,43.7,Low
2024-03-25,Sports Complex,114.75,Medium
2024-03-26,Sports Complex,134.82,Low
2024-03-27,Sports Complex,162.51,Low
2024-03-28,Sports Complex,127.57,High
2024-03-29,Sports Complex,154.79,Medium
2024-03-30,Sports Complex,38.06,Low
2024-03-31,Sports Complex,78.84,Low
2024-04-01,Sports Complex,262.57,High
2024-04-02,Sports Complex,232.31,High
2024-04-03,Sports Complex,283.9,High
2024-04-04,Sports Complex,186.36,High
2024-04-05,Sports Complex,238.31,High
2024-04-06,Sports Complex,49.32,Low
2024-04-07,Sports Complex,13.78,Low
2024-04-08,Sports Complex,169.44,High
2024-04-09,Sports Complex,202.44,High
2024-04-10,Sports Complex,186.02,High
2024-04-11,Sports Complex,188.46,High
2024-04-12,Sports Complex,256.73,High
2024-04-13,Sports Complex,36.61,Low
2024-04-14,Sports Complex,36.28,Low
2024-04-15,Sports Complex,150.37,High
2024-04-16,Sports Complex,222.62,High
2024-04-17,Sports Complex,205.89,High
2024-04-18,Sports Complex,267.11,High
2024-04-19,Sports Complex,213.53,High
2024-04-20,Sports Complex,21.12,Low
2024-04-21,Sports Complex,48.94,Low
2024-04-22,Sports Complex,198.57,High
2024-04-23,Sports Complex,130.25,High
2024-04-24,Sports Complex,231.86,High
2024-04-25,Sports Complex,260.82,High
2024-04-26,Sports Complex,207.9,High
2024-04-27,Sports Complex,51.68,Low
2024-04-28,Sports Complex,34.16,Low
2024-04-29,Sports Complex,259.77,High
2024-04-30,Sports Complex,182.57,High
2024-05-01,Sports Complex,261.69,High
2024-05-02,Sports Complex,284.07,High
2024-05-03,Sports Complex,237.55,High
2024-05-04,Sports Complex,46.37,Low
2024-05-05,Sports Complex,73.99,Low
2024-05-06,Sports Complex,235.8,High
2024-05-07,Sports Complex,196.17,High
2024-05-08,Sports Complex,193.89,High
2024-05-09,Sports Complex,225.41,High
2024-05-10,Sports Complex,280.21,High
2024-05-11,Sports Complex,29.4,Low
2024-05-12,Sports Complex,66.51,Low
2024-05-13,Sports Complex,157.56,High
2024-05-14,Sports Complex,169.44,High
2024-05-15,Sports Complex,197.52,High
2024-05-16,Sports Complex,215.7,High
2024-05-17,Sports Complex,143.64,High
2024-05-18,Sports Complex,65.05,Low
2024-05-19,Sports Complex,40.79,Low
2024-05-20,Sports Complex,195.68,High
2024-05-21,Sports Complex,203.01,High
2024-05-22,Sports Complex,218.2,High
2024-05-23,Sports Complex,233.95,High
2024-05-24,Sports Complex,155.92,High
2024-05-25,Sports Complex,42.47,Low
2024-05-26,Sports Complex,50.34,Low
2024-05-27,Sports Complex,246.74,High
2024-05-28,Sports Complex,268.12,High
2024-05-29,Sports Complex,263.0,High
2024-05-30,Sports Complex,151.24,High
2024-05-31,Sports Complex,139.37,High
2024-06-01,Sports Complex,53.09,Low
2024-06-02,Sports Complex,43.25,Low
2024-06-03,Sports Complex,206.89,High
2024-06-04,Sports Complex,265.62,High
2024-06-05,Sports Complex,199.24,High
2024-06-06,Sports Complex,169.7,High
2024-06-07,Sports Complex,207.34,High
2024-06-08,Sports Complex,30.94,Low
2024-06-09,Sports Complex,73.01,Low
2024-06-10,Sports Complex,261.52,High
2024-06-11,Sports Complex,273.41,High
2024-06-12,Sports Complex,265.7,High
2024-06-13,Sports Complex,235.24,High
2024-06-14,Sports Complex,138.43,High
2024-06-15,Sports Complex,41.12,Low
2024-06-16,Sports Complex,47.89,Low
2024-06-17,Sports Complex,255.03,High
2024-06-18,Sports Complex,267.41,High
2024-06-19,Sports Complex,293.88,High
2024-06-20,Sports Complex,150.84,High
2024-06-21,Sports Complex,197.27,High
2024-06-22,Sports Complex,55.27,Low
2024-06-23,Sports Complex,33.58,Low
2024-06-24,Sports Complex,233.14,High
2024-06-25,Sports Complex,147.84,High
2024-06-26,Sports Complex,183.83,High
2024-06-27,Sports Complex,164.15,High
2024-06-28,Sports Complex,140.66,High
2024-06-29,Sports Complex,49.18,Low
2024-06-30,Sports Complex,49.37,Low
2024-07-01,Sports Complex,168.79,Low
2024-07-02,Sports Complex,195.41,Low
2024-07-03,Sports Complex,118.64,Medium
2024-07-04,Sports Complex,185.92,Low
2024-07-05,Sports Complex,208.08,High
2024-07-06,Sports Complex,31.63,Low
2024-07-07,Sports Complex,48.35,Low
2024-07-08,Sports Complex,192.84,High
2024-07-09,Sports Complex,117.55,Low
2024-07-10,Sports Complex,165.17,Medium
2024-07-11,Sports Complex,153.41,Low
2024-07-12,Sports Complex,73.22,Low
2024-07-13,Sports Complex,37.6,Low
2024-07-14,Sports Complex,61.63,Low
2024-07-15,Sports Complex,149.93,Medium
2024-07-16,Sports Complex,76.73,Medium
2024-07-17,Sports Complex,97.28,Low
2024-07-18,Sports Complex,166.09,High
2024-07-19,Sports Complex,121.25,Medium
2024-07-20,Sports Complex,54.12,Low
2024-07-21,Sports Complex,39.32,Low
2024-07-22,Sports Complex,97.77,Low
2024-07-23,Sports Complex,148.11,Low
2024-07-24,Sports Complex,107.12,High
2024-07-25,Sports Complex,166.29,High
2024-07-26,Sports Complex,180.36,Medium
2024-07-27,Sports Complex,35.4,Low
2024-07-28,Sports Complex,50.44,Low
2024-07-29,Sports Complex,112.89,Medium
2024-07-30,Sports Complex,92.1,High
2024-07-31,Sports Complex,159.21,Medium
2024-08-01,Sports Complex,175.04,High
2024-08-02,Sports Complex,115.35,High
2024-08-03,Sports Complex,21.0,Low
2024-08-04,Sports Complex,29.27,Low
2024-08-05,Sports Complex,143.75,High
2024-08-06,Sports Complex,133.27,Low
2024-08-07,Sports Complex,110.96,Low
2024-08-08,Sports Complex,76.5,High
2024-08-09,Sports Complex,133.74,High
2024-08-10,Sports Complex,52.4,Low
2024-08-11,Sports Complex,23.4,Low
2024-08-12,Sports Complex,151.99,Medium
2024-08-13,Sports Complex,149.86,Medium
2024-08-14,Sports Complex,146.93,High
2024-08-15,Sports Complex,177.77,Low
2024-08-16,Sports Complex,182.15,Medium
2024-08-17,Sports Complex,41.02,Low
2024-08-18,Sports Complex,48.09,Low
2024-08-19,Sports Complex,144.84,High
2024-08-20,Sports Complex,116.0,Low
2024-08-21,Sports Complex,214.7,Medium
2024-08-22,Sports Complex,158.71,High
2024-08-23,Sports Complex,109.73,High
2024-08-24,Sports Complex,64.44,Low
2024-08-25,Sports Complex,79.05,Low
2024-08-26,Sports Complex,159.79,Low
2024-08-27,Sports Complex,184.28,Medium
2024-08-28,Sports Complex,98.11,High
2024-08-29,Sports Complex,102.58,High
2024-08-30,Sports Complex,122.23,Low
2024-08-31,Sports Complex,32.62,Low
2024-09-01,Sports Complex,55.96,Low
2024-09-02,Sports Complex,177.25,High
2024-09-03,Sports Complex,162.94,Low
2024-09-04,Sports Complex,151.51,High
2024-09-05,Sports Complex,147.46,Medium
2024-09-06,Sports Complex,133.79,High
2024-09-07,Sports Complex,69.21,Low
2024-09-08,Sports Complex,49.49,Low
2024-09-09,Sports Complex,118.9,Medium
2024-09-10,Sports Complex,135.87,High
2024-09-11,Sports Complex,183.29,High
2024-09-12,Sports Complex,105.34,Medium
2024-09-13,Sports Complex,176.24,Low
2024-09-14,Sports Complex,52.81,Low
2024-09-15,Sports Complex,77.02,Low
2024-09-16,Sports Complex,158.43,Medium
2024-09-17,Sports Complex,101.0,Low
2024-09-18,Sports Complex,153.54,Low
2024-09-19,Sports Complex,143.9,High
2024-09-20,Sports Complex,137.91,High
2024-09-21,Sports Complex,65.33,Low
2024-09-22,Sports Complex,77.2,Low
2024-09-23,Sports Complex,123.83,Medium
2024-09-24,Sports Complex,108.86,Low
2024-09-25,Sports Complex,113.93,Medium
2024-09-26,Sports Complex,111.68,Low
2024-09-27,Sports Complex,129.29,High
2024-09-28,Sports Complex,65.28,Low
2024-09-29,Sports Complex,59.74,Low
2024-09-30,Sports Complex,121.81,Low
2024-10-01,Sports Complex,139.26,High
2024-10-02,Sports Complex,86.07,High
2024-10-03,Sports Complex,122.84,High
2024-10-04,Sports Complex,112.58,Medium
2024-10-05,Sports Complex,43.22,Low
2024-10-06,Sports Complex,58.32,Low
2024-10-07,Sports Complex,165.1,High
2024-10-08,Sports Complex,110.32,Medium
2024-10-09,Sports Complex,100.3,Medium
2024-10-10,Sports Complex,134.7,Low
2024-10-11,Sports Complex,115.65,Low
2024-10-12,Sports Complex,46.06,Low
2024-10-13,Sports Complex,58.86,Low
2024-10-14,Sports Complex,171.53,Medium
2024-10-15,Sports Complex,145.42,High
2024-10-16,Sports Complex,118.39,Medium
2024-10-17,Sports Complex,147.19,High
2024-10-18,Sports Complex,146.04,Medium
2024-10-19,Sports Complex,24.64,Low
2024-10-20,Sports Complex,51.72,Low
2024-10-21,Sports Complex,90.27,Low
2024-10-22,Sports Complex,156.44,High
2024-10-23,Sports Complex,112.35,Medium
2024-10-24,Sports Complex,129.64,High
2024-10-25,Sports Complex,140.0,Low
2024-10-26,Sports Complex,23.22,Low
2024-10-27,Sports Complex,50.85,Low
2024-10-28,Sports Complex,202.64,High
2024-10-29,Sports Complex,128.79,Medium
2024-10-30,Sports Complex,112.45,Medium
2024-10-31,Sports Complex,176.13,High
2024-11-01,Sports Complex,83.69,Medium
2024-11-02,Sports Complex,48.27,Low
2024-11-03,Sports Complex,58.16,Low
2024-11-04,Sports Complex,69.77,Medium
2024-11-05,Sports Complex,131.93,Medium
2024-11-06,Sports Complex,110.24,Medium
2024-11-07,Sports Complex,114.19,Medium
2024-11-08,Sports Complex,92.69,Medium
2024-11-09,Sports Complex,50.79,Low
2024-11-10,Sports Complex,50.56,Low
2024-11-11,Sports Complex,71.75,Medium
2024-11-12,Sports Complex,72.67,Medium
2024-11-13,Sports Complex,133.57,Medium
2024-11-14,Sports Complex,133.6,Medium
2024-11-15,Sports Complex,128.81,Medium
2024-11-16,Sports Complex,44.96,Low
2024-11-17,Sports Complex,40.53,Low
2024-11-18,Sports Complex,83.76,Medium
2024-11-19,Sports Complex,87.83,Medium
2024-11-20,Sports Complex,126.59,Medium
2024-11-21,Sports Complex,96.71,Medium
2024-11-22,Sports Complex,127.75,Medium
2024-11-23,Sports Complex,27.63,Low
2024-11-24,Sports Complex,63.55,Low
2024-11-25,Sports Complex,120.22,Medium
2024-11-26,Sports Complex,92.46,Medium
2024-11-27,Sports Complex,118.76,Medium
2024-11-28,Sports Complex,74.77,Medium
2024-11-29,Sports Complex,78.61,Medium
2024-11-30,Sports Complex,10.0,Low
2024-12-01,Sports Complex,54.39,Low
2024-12-02,Sports Complex,124.96,Medium
2024-12-03,Sports Complex,75.14,Medium
2024-12-04,Sports Complex,91.94,Medium
2024-12-05,Sports Complex,70.21,Medium
2024-12-06,Sports Complex,72.71,Medium
2024-12-07,Sports Complex,53.79,Low
2024-12-08,Sports Complex,43.61,Low
2024-12-09,Sports Complex,91.21,Medium
2024-12-10,Sports Complex,113.03,Medium
2024-12-11,Sports Complex,63.15,Medium
2024-12-12,Sports Complex,132.09,Medium
2024-12-13,Sports Complex,132.23,Medium
2024-12-14,Sports Complex,28.91,Low
2024-12-15,Sports Complex,46.02,Low
2024-12-16,Sports Complex,103.95,Medium
2024-12-17,Sports Complex,89.58,Medium
2024-12-18,Sports Complex,114.89,Medium
2024-12-19,Sports Complex,88.06,Medium
2024-12-20,Sports Complex,105.39,Medium
2024-12-21,Sports Complex,60.02,Low
2024-12-22,Sports Complex,43.45,Low
2024-12-23,Sports Complex,100.21,Medium
2024-12-24,Sports Complex,128.99,Medium
2024-12-25,Sports Complex,125.13,Medium
2024-12-26,Sports Complex,135.08,Medium
2024-12-27,Sports Complex,115.54,Medium
2024-12-28,Sports Complex,62.14,Low
2024-12-29,Sports Complex,43.99,Low
2024-12-30,Sports Complex,114.9,Medium
2024-12-31,Sports Complex,91.43,Medium
2023-01-01,Hostel Block,125.28,Low
2023-01-02,Hostel Block,252.04,Medium
2023-01-03,Hostel Block,184.6,Medium
2023-01-04,Hostel Block,268.62,Medium
2023-01-05,Hostel Block,206.47,Medium
2023-01-06,Hostel Block,259.01,Medium
2023-01-07,Hostel Block,64.93,Low
2023-01-08,Hostel Block,129.94,Low
2023-01-09,Hostel Block,230.73,Medium
2023-01-10,Hostel Block,256.75,Medium
2023-01-11,Hostel Block,219.53,Medium
2023-01-12,Hostel Block,275.46,Medium
2023-01-13,Hostel Block,206.23,Medium
2023-01-14,Hostel Block,107.6,Low
2023-01-15,Hostel Block,122.27,Low
2023-01-16,Hostel Block,176.58,Medium
2023-01-17,Hostel Block,198.88,Medium
2023-01-18,Hostel Block,199.14,Medium
2023-01-19,Hostel Block,201.07,Medium
2023-01-20,Hostel Block,265.26,Medium
2023-01-21,Hostel Block,98.85,Low
2023-01-22,Hostel Block,97.18,Low
2023-01-23,Hostel Block,227.37,Medium
2023-01-24,Hostel Block,142.6,Medium
2023-01-25,Hostel Block,171.37,Medium
2023-01-26,Hostel Block,225.34,Medium
2023-01-27,Hostel Block,202.87,Medium
2023-01-28,Hostel Block,85.75,Low
2023-01-29,Hostel Block,105.88,Low
2023-01-30,Hostel Block,197.78,Medium
2023-01-31,Hostel Block,269.79,Medium
2023-02-01,Hostel Block,363.85,Medium
2023-02-02,Hostel Block,316.67,Low
2023-02-03,Hostel Block,373.87,Low
2023-02-04,Hostel Block,124.52,Low
2023-02-05,Hostel Block,88.43,Low
2023-02-06,Hostel Block,201.47,High
2023-02-07,Hostel Block,195.75,Medium
2023-02-08,Hostel Block,377.03,Low
2023-02-09,Hostel Block,194.87,High
2023-02-10,Hostel Block,193.74,High
2023-02-11,Hostel Block,160.15,Low
2023-02-12,Hostel Block,101.13,Low
2023-02-13,Hostel Block,338.86,Medium
2023-02-14,Hostel Block,357.4,High
2023-02-15,Hostel Block,389.41,Medium
2023-02-16,Hostel Block,256.71,Low
2023-02-17,Hostel Block,241.37,Medium
2023-02-18,Hostel Block,102.7,Low
2023-02-19,Hostel Block,148.51,Low
2023-02-20,Hostel Block,383.87,Medium
2023-02-21,Hostel Block,303.97,High
2023-02-22,Hostel Block,219.86,Medium
2023-02-23,Hostel Block,215.84,Medium
2023-02-24,Hostel Block,214.46,High
2023-02-25,Hostel Block,121.65,Low
2023-02-26,Hostel Block,117.0,Low
2023-02-27,Hostel Block,282.68,Low
2023-02-28,Hostel Block,198.01,Medium
2023-03-01,Hostel Block,182.89,Medium
2023-03-02,Hostel Block,206.57,High
2023-03-03,Hostel Block,285.51,High
2023-03-04,Hostel Block,98.19,Low
2023-03-05,Hostel Block,88.27,Low
2023-03-06,Hostel Block,323.74,Low
2023-03-07,Hostel Block,247.28,Medium
2023-03-08,Hostel Block,254.62,Low
2023-03-09,Hostel Block,225.34,Low
2023-03-10,Hostel Block,382.31,Medium
2023-03-11,Hostel Block,103.15,Low
2023-03-12,Hostel Block,91.33,Low
2023-03-13,Hostel Block,312.62,Low
2023-03-14,Hostel Block,243.72,Low
2023-03-15,Hostel Block,356.69,High
2023-03-16,Hostel Block,193.86,Medium
2023-03-17,Hostel Block,360.03,Low
